time,x,y,z,qw,qx,qy,qz
4.13333333,0.000000,-0.010000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.2,0.000000,-0.015000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.26666667,0.000000,-0.020000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.33333333,0.000000,-0.025000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.4,0.000000,-0.030000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.46666667,0.000000,-0.035000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.53333333,0.000000,-0.040000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.6,0.000000,-0.045000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.66666667,0.000000,-0.050000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.73333333,0.000000,-0.055000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.8,0.000000,-0.060000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.86666667,0.000000,-0.065000,-0.300000,1.000000,0.000000,0.000000,0.000000
4.93333333,0.000000,-0.070000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.0,0.000000,-0.075000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.06666667,0.000000,-0.080000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.13333333,0.000000,-0.085000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.2,0.000000,-0.090000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.26666667,0.000000,-0.095000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.33333333,0.000000,-0.100000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.4,0.000000,-0.105000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.46666667,0.000000,-0.110000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.53333333,0.000000,-0.115000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.6,0.000000,-0.120000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.66666667,0.000000,-0.125000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.73333333,0.000000,-0.130000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.8,0.000000,-0.135000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.86666667,0.000000,-0.140000,-0.300000,1.000000,0.000000,0.000000,0.000000
5.93333333,0.000000,-0.145000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.0,0.000000,-0.150000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.06666667,0.000000,-0.155000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.13333333,0.000000,-0.160000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.2,0.000000,-0.165000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.26666667,0.000000,-0.170000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.33333333,0.000000,-0.175000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.4,0.000000,-0.180000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.46666667,0.000000,-0.185000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.53333333,0.000000,-0.190000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.6,0.000000,-0.195000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.66666667,0.000000,-0.200000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.73333333,0.000000,-0.205000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.8,0.000000,-0.210000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.86666667,0.000000,-0.215000,-0.300000,1.000000,0.000000,0.000000,0.000000
6.93333333,0.000000,-0.220000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.0,0.000000,-0.225000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.06666667,0.000000,-0.230000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.13333333,0.000000,-0.235000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.2,0.000000,-0.240000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.26666667,0.000000,-0.245000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.33333333,0.000000,-0.250000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.4,0.000000,-0.255000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.46666667,0.000000,-0.260000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.53333333,0.000000,-0.265000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.6,0.000000,-0.270000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.66666667,0.000000,-0.275000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.73333333,0.000000,-0.280000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.8,0.000000,-0.285000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.86666667,0.000000,-0.290000,-0.300000,1.000000,0.000000,0.000000,0.000000
7.93333333,0.000000,-0.295000,-0.300000,1.000000,0.000000,0.000000,0.000000
8.0,0.000000,-0.300000,-0.300000,1.000000,0.000000,0.000000,0.000000
8.06666667,0.000000,-0.300000,-0.295000,1.000000,0.000000,0.000000,0.000000
8.13333333,0.000000,-0.300000,-0.290000,1.000000,0.000000,0.000000,0.000000
8.2,0.000000,-0.300000,-0.285000,1.000000,0.000000,0.000000,0.000000
8.26666667,0.000000,-0.300000,-0.280000,1.000000,0.000000,0.000000,0.000000
8.33333333,0.000000,-0.300000,-0.275000,1.000000,0.000000,0.000000,0.000000
8.4,0.000000,-0.300000,-0.270000,1.000000,0.000000,0.000000,0.000000
8.46666667,0.000000,-0.300000,-0.265000,1.000000,0.000000,0.000000,0.000000
8.53333333,0.000000,-0.300000,-0.260000,1.000000,0.000000,0.000000,0.000000
8.6,0.000000,-0.300000,-0.255000,1.000000,0.000000,0.000000,0.000000
8.66666667,0.000000,-0.300000,-0.250000,1.000000,0.000000,0.000000,0.000000
8.73333333,0.000000,-0.300000,-0.245000,1.000000,0.000000,0.000000,0.000000
8.8,0.000000,-0.300000,-0.240000,1.000000,0.000000,0.000000,0.000000
8.86666667,0.000000,-0.300000,-0.235000,1.000000,0.000000,0.000000,0.000000
8.93333333,0.000000,-0.300000,-0.230000,1.000000,0.000000,0.000000,0.000000
9.0,0.000000,-0.300000,-0.225000,1.000000,0.000000,0.000000,0.000000
9.06666667,0.000000,-0.300000,-0.220000,1.000000,0.000000,0.000000,0.000000
9.13333333,0.000000,-0.300000,-0.215000,1.000000,0.000000,0.000000,0.000000
9.2,0.000000,-0.300000,-0.210000,1.000000,0.000000,0.000000,0.000000
9.26666667,0.000000,-0.300000,-0.205000,1.000000,0.000000,0.000000,0.000000
9.33333333,0.000000,-0.300000,-0.200000,1.000000,0.000000,0.000000,0.000000
9.4,0.000000,-0.300000,-0.195000,1.000000,0.000000,0.000000,0.000000
9.46666667,0.000000,-0.300000,-0.190000,1.000000,0.000000,0.000000,0.000000
9.53333333,0.000000,-0.300000,-0.185000,1.000000,0.000000,0.000000,0.000000
9.6,0.000000,-0.300000,-0.180000,1.000000,0.000000,0.000000,0.000000
9.66666667,0.000000,-0.300000,-0.175000,1.000000,0.000000,0.000000,0.000000
9.73333333,0.000000,-0.300000,-0.170000,1.000000,0.000000,0.000000,0.000000
9.8,0.000000,-0.300000,-0.165000,1.000000,0.000000,0.000000,0.000000
9.86666667,0.000000,-0.300000,-0.160000,1.000000,0.000000,0.000000,0.000000
9.93333333,0.000000,-0.300000,-0.155000,1.000000,0.000000,0.000000,0.000000
10.0,0.000000,-0.300000,-0.150000,1.000000,0.000000,0.000000,0.000000
10.06666667,0.000000,-0.300000,-0.145000,1.000000,0.000000,0.000000,0.000000
10.13333333,0.000000,-0.300000,-0.140000,1.000000,0.000000,0.000000,0.000000
10.2,0.000000,-0.300000,-0.135000,1.000000,0.000000,0.000000,0.000000
10.26666667,0.000000,-0.300000,-0.130000,1.000000,0.000000,0.000000,0.000000
10.33333333,0.000000,-0.300000,-0.125000,1.000000,0.000000,0.000000,0.000000
10.4,0.000000,-0.300000,-0.120000,1.000000,0.000000,0.000000,0.000000
10.46666667,0.000000,-0.300000,-0.115000,1.000000,0.000000,0.000000,0.000000
10.53333333,0.000000,-0.300000,-0.110000,1.000000,0.000000,0.000000,0.000000
10.6,0.000000,-0.300000,-0.105000,1.000000,0.000000,0.000000,0.000000
10.66666667,0.000000,-0.300000,-0.100000,1.000000,0.000000,0.000000,0.000000
10.73333333,0.000000,-0.300000,-0.095000,1.000000,0.000000,0.000000,0.000000
10.8,0.000000,-0.300000,-0.090000,1.000000,0.000000,0.000000,0.000000
10.86666667,0.000000,-0.300000,-0.085000,1.000000,0.000000,0.000000,0.000000
10.93333333,0.000000,-0.300000,-0.080000,1.000000,0.000000,0.000000,0.000000
11.0,0.000000,-0.300000,-0.075000,1.000000,0.000000,0.000000,0.000000
11.06666667,0.000000,-0.300000,-0.070000,1.000000,0.000000,0.000000,0.000000
11.13333333,0.000000,-0.300000,-0.065000,1.000000,0.000000,0.000000,0.000000
11.2,0.000000,-0.300000,-0.060000,1.000000,0.000000,0.000000,0.000000
11.26666667,0.000000,-0.300000,-0.055000,1.000000,0.000000,0.000000,0.000000
11.33333333,0.000000,-0.300000,-0.050000,1.000000,0.000000,0.000000,0.000000
11.4,0.000000,-0.300000,-0.045000,1.000000,0.000000,0.000000,0.000000
11.46666667,0.000000,-0.300000,-0.040000,1.000000,0.000000,0.000000,0.000000
11.53333333,0.000000,-0.300000,-0.035000,1.000000,0.000000,0.000000,0.000000
11.6,0.000000,-0.300000,-0.030000,1.000000,0.000000,0.000000,0.000000
11.66666667,0.000000,-0.300000,-0.025000,1.000000,0.000000,0.000000,0.000000
11.73333333,0.000000,-0.300000,-0.020000,1.000000,0.000000,0.000000,0.000000
11.8,0.000000,-0.300000,-0.015000,1.000000,0.000000,0.000000,0.000000
11.86666667,0.000000,-0.300000,-0.010000,1.000000,0.000000,0.000000,0.000000
11.93333333,0.000000,-0.300000,-0.005000,1.000000,0.000000,0.000000,0.000000
12.0,0.000000,-0.300000,0.000000,1.000000,0.000000,0.000000,0.000000
12.06666667,0.000000,-0.305000,0.000000,1.000000,0.000000,0.000000,0.000000
12.13333333,0.000000,-0.310000,0.000000,1.000000,0.000000,0.000000,0.000000
12.2,0.000000,-0.315000,0.000000,1.000000,0.000000,0.000000,0.000000
12.26666667,0.000000,-0.320000,0.000000,1.000000,0.000000,0.000000,0.000000
12.33333333,0.000000,-0.325000,0.000000,1.000000,0.000000,0.000000,0.000000
12.4,0.000000,-0.330000,0.000000,1.000000,0.000000,0.000000,0.000000
12.46666667,0.000000,-0.335000,0.000000,1.000000,0.000000,0.000000,0.000000
12.53333333,0.000000,-0.340000,0.000000,1.000000,0.000000,0.000000,0.000000
12.6,0.000000,-0.345000,0.000000,1.000000,0.000000,0.000000,0.000000
12.66666667,0.000000,-0.350000,0.000000,1.000000,0.000000,0.000000,0.000000
12.73333333,0.000000,-0.355000,0.000000,1.000000,0.000000,0.000000,0.000000
12.8,0.000000,-0.360000,0.000000,1.000000,0.000000,0.000000,0.000000
12.86666667,0.000000,-0.365000,0.000000,1.000000,0.000000,0.000000,0.000000
12.93333333,0.000000,-0.370000,0.000000,1.000000,0.000000,0.000000,0.000000
13.0,0.000000,-0.375000,0.000000,1.000000,0.000000,0.000000,0.000000
13.06666667,0.000000,-0.380000,0.000000,1.000000,0.000000,0.000000,0.000000
13.13333333,0.000000,-0.385000,0.000000,1.000000,0.000000,0.000000,0.000000
13.2,0.000000,-0.390000,0.000000,1.000000,0.000000,0.000000,0.000000
13.26666667,0.000000,-0.395000,0.000000,1.000000,0.000000,0.000000,0.000000
13.33333333,0.000000,-0.400000,0.000000,1.000000,0.000000,0.000000,0.000000
13.4,0.000000,-0.405000,0.000000,1.000000,0.000000,0.000000,0.000000
13.46666667,0.000000,-0.410000,0.000000,1.000000,0.000000,0.000000,0.000000
13.53333333,0.000000,-0.415000,0.000000,1.000000,0.000000,0.000000,0.000000
13.6,0.000000,-0.420000,0.000000,1.000000,0.000000,0.000000,0.000000
13.66666667,0.000000,-0.425000,0.000000,1.000000,0.000000,0.000000,0.000000
13.73333333,0.000000,-0.430000,0.000000,1.000000,0.000000,0.000000,0.000000
13.8,0.000000,-0.435000,0.000000,1.000000,0.000000,0.000000,0.000000
13.86666667,0.000000,-0.440000,0.000000,1.000000,0.000000,0.000000,0.000000
13.93333333,0.000000,-0.445000,0.000000,1.000000,0.000000,0.000000,0.000000
14.0,0.000000,-0.450000,0.000000,1.000000,0.000000,0.000000,0.000000
14.06666667,0.000000,-0.455000,0.000000,1.000000,0.000000,0.000000,0.000000
14.13333333,0.000000,-0.460000,0.000000,1.000000,0.000000,0.000000,0.000000
14.2,0.000000,-0.465000,0.000000,1.000000,0.000000,0.000000,0.000000
14.26666667,0.000000,-0.470000,0.000000,1.000000,0.000000,0.000000,0.000000
14.33333333,0.000000,-0.475000,0.000000,1.000000,0.000000,0.000000,0.000000
14.4,0.000000,-0.480000,0.000000,1.000000,0.000000,0.000000,0.000000
14.46666667,0.000000,-0.485000,0.000000,1.000000,0.000000,0.000000,0.000000
14.53333333,0.000000,-0.490000,0.000000,1.000000,0.000000,0.000000,0.000000
14.6,0.000000,-0.495000,0.000000,1.000000,0.000000,0.000000,0.000000
14.66666667,0.000000,-0.500000,0.000000,1.000000,0.000000,0.000000,0.000000
14.73333333,0.000000,-0.505000,0.000000,1.000000,0.000000,0.000000,0.000000
14.8,0.000000,-0.510000,0.000000,1.000000,0.000000,0.000000,0.000000
14.86666667,0.000000,-0.515000,0.000000,1.000000,0.000000,0.000000,0.000000
14.93333333,0.000000,-0.520000,0.000000,1.000000,0.000000,0.000000,0.000000
15.0,0.000000,-0.525000,0.000000,1.000000,0.000000,0.000000,0.000000
15.06666667,0.000000,-0.530000,0.000000,1.000000,0.000000,0.000000,0.000000
15.13333333,0.000000,-0.535000,0.000000,1.000000,0.000000,0.000000,0.000000
15.2,0.000000,-0.540000,0.000000,1.000000,0.000000,0.000000,0.000000
15.26666667,0.000000,-0.545000,0.000000,1.000000,0.000000,0.000000,0.000000
15.33333333,0.000000,-0.550000,0.000000,1.000000,0.000000,0.000000,0.000000
15.4,0.000000,-0.555000,0.000000,1.000000,0.000000,0.000000,0.000000
15.46666667,0.000000,-0.560000,0.000000,1.000000,0.000000,0.000000,0.000000
15.53333333,0.000000,-0.565000,0.000000,1.000000,0.000000,0.000000,0.000000
15.6,0.000000,-0.570000,0.000000,1.000000,0.000000,0.000000,0.000000
15.66666667,0.000000,-0.575000,0.000000,1.000000,0.000000,0.000000,0.000000
15.73333333,0.000000,-0.580000,0.000000,1.000000,0.000000,0.000000,0.000000
15.8,0.000000,-0.585000,0.000000,1.000000,0.000000,0.000000,0.000000
15.86666667,0.000000,-0.590000,0.000000,1.000000,0.000000,0.000000,0.000000
15.93333333,0.000000,-0.595000,0.000000,1.000000,0.000000,0.000000,0.000000
16.0,0.000000,-0.600000,0.000000,1.000000,0.000000,0.000000,0.000000
16.06666667,0.000000,-0.600000,-0.005000,1.000000,0.000000,0.000000,0.000000
16.13333333,0.000000,-0.600000,-0.010000,1.000000,0.000000,0.000000,0.000000
16.2,0.000000,-0.600000,-0.015000,1.000000,0.000000,0.000000,0.000000
16.26666667,0.000000,-0.600000,-0.020000,1.000000,0.000000,0.000000,0.000000
16.33333333,0.000000,-0.600000,-0.025000,1.000000,0.000000,0.000000,0.000000
16.4,0.000000,-0.600000,-0.030000,1.000000,0.000000,0.000000,0.000000
16.46666667,0.000000,-0.600000,-0.035000,1.000000,0.000000,0.000000,0.000000
16.53333333,0.000000,-0.600000,-0.040000,1.000000,0.000000,0.000000,0.000000
16.6,0.000000,-0.600000,-0.045000,1.000000,0.000000,0.000000,0.000000
16.66666667,0.000000,-0.600000,-0.050000,1.000000,0.000000,0.000000,0.000000
16.73333333,0.000000,-0.600000,-0.055000,1.000000,0.000000,0.000000,0.000000
16.8,0.000000,-0.600000,-0.060000,1.000000,0.000000,0.000000,0.000000
16.86666667,0.000000,-0.600000,-0.065000,1.000000,0.000000,0.000000,0.000000
16.93333333,0.000000,-0.600000,-0.070000,1.000000,0.000000,0.000000,0.000000
17.0,0.000000,-0.600000,-0.075000,1.000000,0.000000,0.000000,0.000000
17.06666667,0.000000,-0.600000,-0.080000,1.000000,0.000000,0.000000,0.000000
17.13333333,0.000000,-0.600000,-0.085000,1.000000,0.000000,0.000000,0.000000
17.2,0.000000,-0.600000,-0.090000,1.000000,0.000000,0.000000,0.000000
17.26666667,0.000000,-0.600000,-0.095000,1.000000,0.000000,0.000000,0.000000
17.33333333,0.000000,-0.600000,-0.100000,1.000000,0.000000,0.000000,0.000000
17.4,0.000000,-0.600000,-0.105000,1.000000,0.000000,0.000000,0.000000
17.46666667,0.000000,-0.600000,-0.110000,1.000000,0.000000,0.000000,0.000000
17.53333333,0.000000,-0.600000,-0.115000,1.000000,0.000000,0.000000,0.000000
17.6,0.000000,-0.600000,-0.120000,1.000000,0.000000,0.000000,0.000000
17.66666667,0.000000,-0.600000,-0.125000,1.000000,0.000000,0.000000,0.000000
17.73333333,0.000000,-0.600000,-0.130000,1.000000,0.000000,0.000000,0.000000
17.8,0.000000,-0.600000,-0.135000,1.000000,0.000000,0.000000,0.000000
17.86666667,0.000000,-0.600000,-0.140000,1.000000,0.000000,0.000000,0.000000
17.93333333,0.000000,-0.600000,-0.145000,1.000000,0.000000,0.000000,0.000000
18.0,0.000000,-0.600000,-0.150000,1.000000,0.000000,0.000000,0.000000
18.06666667,0.000000,-0.600000,-0.155000,1.000000,0.000000,0.000000,0.000000
18.13333333,0.000000,-0.600000,-0.160000,1.000000,0.000000,0.000000,0.000000
18.2,0.000000,-0.600000,-0.165000,1.000000,0.000000,0.000000,0.000000
18.26666667,0.000000,-0.600000,-0.170000,1.000000,0.000000,0.000000,0.000000
18.33333333,0.000000,-0.600000,-0.175000,1.000000,0.000000,0.000000,0.000000
18.4,0.000000,-0.600000,-0.180000,1.000000,0.000000,0.000000,0.000000
18.46666667,0.000000,-0.600000,-0.185000,1.000000,0.000000,0.000000,0.000000
18.53333333,0.000000,-0.600000,-0.190000,1.000000,0.000000,0.000000,0.000000
18.6,0.000000,-0.600000,-0.195000,1.000000,0.000000,0.000000,0.000000
18.66666667,0.000000,-0.600000,-0.200000,1.000000,0.000000,0.000000,0.000000
18.73333333,0.000000,-0.600000,-0.205000,1.000000,0.000000,0.000000,0.000000
18.8,0.000000,-0.600000,-0.210000,1.000000,0.000000,0.000000,0.000000
18.86666667,0.000000,-0.600000,-0.215000,1.000000,0.000000,0.000000,0.000000
18.93333333,0.000000,-0.600000,-0.220000,1.000000,0.000000,0.000000,0.000000
19.0,0.000000,-0.600000,-0.225000,1.000000,0.000000,0.000000,0.000000
19.06666667,0.000000,-0.600000,-0.230000,1.000000,0.000000,0.000000,0.000000
19.13333333,0.000000,-0.600000,-0.235000,1.000000,0.000000,0.000000,0.000000
19.2,0.000000,-0.600000,-0.240000,1.000000,0.000000,0.000000,0.000000
19.26666667,0.000000,-0.600000,-0.245000,1.000000,0.000000,0.000000,0.000000
19.33333333,0.000000,-0.600000,-0.250000,1.000000,0.000000,0.000000,0.000000
19.4,0.000000,-0.600000,-0.255000,1.000000,0.000000,0.000000,0.000000
19.46666667,0.000000,-0.600000,-0.260000,1.000000,0.000000,0.000000,0.000000
19.53333333,0.000000,-0.600000,-0.265000,1.000000,0.000000,0.000000,0.000000
19.6,0.000000,-0.600000,-0.270000,1.000000,0.000000,0.000000,0.000000
19.66666667,0.000000,-0.600000,-0.275000,1.000000,0.000000,0.000000,0.000000
19.73333333,0.000000,-0.600000,-0.280000,1.000000,0.000000,0.000000,0.000000
19.8,0.000000,-0.600000,-0.285000,1.000000,0.000000,0.000000,0.000000
19.86666667,0.000000,-0.600000,-0.290000,1.000000,0.000000,0.000000,0.000000
19.93333333,0.000000,-0.600000,-0.295000,1.000000,0.000000,0.000000,0.000000
20.0,-0.000000,-0.600000,-0.300000,1.000000,0.000000,0.000000,0.000000
